Run_ID,Seed,Method,Turbine_Count,Net_AEP_GWh,Total_Cost_USD,Turbine_Coords_X,Turbine_Coords_Y,Substation_X,Substation_Y,N_Grupos
4,1835818273,Sequential,64,1482.358570419521,4540474.343164549209,"4915.410862207068,2620.678048449005,445.441107432345,-1452.740311106508,742.140979043625,-483.034379855903,1117.933749657070,1596.553932859628,197.496540387560,-3223.939937945926,-2851.392319695120,-1369.425716978291,-98.296626874608,-3993.557323172246,-854.798089958730,4880.138097707748,2028.042363292510,2191.555541420352,965.718018653639,1737.084670502482,1757.915699160006,2657.047383093423,-2243.875056455125,-4616.755836185378,-127.331573375452,-4024.289931504744,-3623.891614616227,-2010.726357929722,-654.009948885694,-1135.506812987619,-308.040634894284,632.281434900910,2332.784443898963,1270.538816866804,3006.815938164908,3825.056075991199,1291.169736566937,809.092908787238,3229.579023731194,2888.638286626583,2863.923188691407,-2573.944011820230,1539.329632880503,969.794693112593,-979.328519254659,-1300.564550912323,-3104.382441186953,-3644.877366545629,-1299.367192991645,-3452.830222233998,-3764.580104434798,-2944.451406687789,-1740.292552231602,-1174.721790701556,-784.006500943241,-2376.424448969518,-1799.959117592639,-94.473616843488,795.079939969079,445.597768170069,1367.052827578402,1086.421998203412,693.220390806497,3410.357958592190","-776.702598503368,-1462.741002501482,2270.103105245957,-1219.195800305830,1032.222642657741,-363.536352034278,-3087.991114116252,1600.648684990445,2640.333835653303,-2223.932456498655,1089.276500068721,2248.883307941989,476.372414682647,-1333.524859104942,-1438.350771957790,-1088.233498520150,-1547.437622382115,961.065709488099,-2139.798601713770,-769.965192331944,4680.783309943624,2403.554378848585,3306.873196103834,1919.782682766007,-4561.518978328864,2865.445201709103,2470.775513481196,-1136.689318362035,-4223.263306830214,-1058.970307300174,-932.002449380992,-4428.149474953789,-2002.880589822535,-138.223091198944,-3376.124849218869,-2444.572905429742,2970.454450429937,145.907223073835,2540.029676069215,80.198596581644,3501.198028965974,2922.439730465200,3710.500442160388,4450.691497331361,4903.153643459939,1345.113260772453,3919.542021569629,-105.047324149619,495.371575103472,1762.114210755437,-657.353709875631,-1809.114790156308,145.528316365711,2721.414516958564,-3412.349941532416,-3923.984339557322,-1440.824975264779,-3448.406670046557,-4039.558295549851,-3079.606529083102,-2917.006392425396,-1769.482185318478,-2335.927013207606,-2597.433938803505",-80.047583500220,-369.633518290300,5
4,1835818273,Proposed,64,1489.287138578372,1909297.474207632709,"-649.508291457057,4731.522276109175,-396.623453747169,319.280362774078,305.672252005741,-828.876412895339,1981.579945093871,-335.219129558775,2821.621167055651,992.557941075988,3177.006018826147,-1830.296708973413,-608.103371967533,-608.544158572272,-725.951772855596,2197.405704343727,2135.054220534721,1472.434289378856,1527.192062997747,1303.476666066656,2471.698646517138,1742.957510014310,-2360.741467666926,4423.325863440895,-2715.114277613610,-2982.668322104339,-2580.265320519927,-1662.927373390489,-1688.106788207652,-1816.036094155610,-2269.593192040989,-677.838205739601,667.922273606459,1642.604910724005,3295.570897018549,3009.329859041628,4685.945227775316,1411.689149796563,2963.835788020616,3793.333855181550,2442.553407646095,3401.891719907705,849.282577406845,505.855562154665,201.590125372179,-3010.274306372122,-3620.905109095455,1204.295486242111,-1024.375683200396,-4926.916327175648,-2851.118268574636,-2589.011219996059,-3435.952592288224,-1888.539368739613,-2633.264069195861,-3262.006399829992,165.482902610584,802.095023424397,1128.607301335169,3597.281431097426,-349.839039027240,-2216.264904254303,1271.293405932829,2494.471715301681","171.476647250512,-1018.824584256301,2238.112108464165,2964.007050215963,3564.453297035052,-1036.998057020436,2487.515611630885,332.013143643944,4127.766222743665,467.168144171782,437.309543659427,1801.643227239213,904.669184851401,-1021.809902050085,1199.233692590961,-680.919975718830,-1169.766735031815,-53.709175544943,329.946915831928,926.893656799141,-1388.635265023701,3061.776124152800,2943.389966840228,1961.400632672662,-4198.589579787327,874.117710891067,-72.625630316607,-928.593106696853,-4706.410040743076,155.873109091976,-1846.870465105037,-4500.018887165570,-1852.212735992675,-3049.327610543170,-2974.995168252605,-336.365548509045,933.457664187887,-948.057016584272,3822.463668714543,1074.261249809143,2629.951807808543,3181.676387023157,2606.695726596883,4353.814279730070,4102.227193955729,2349.312056549115,3389.746229868156,1357.979592010883,2342.661355215541,851.760239157721,-1260.998229629164,-749.756727059214,-1530.878837822518,2579.025839575939,-2706.163689154359,-2240.142831407011,-2582.462918800931,-4154.274756050358,-3707.981611048811,-2463.307700680674,-1343.058138862890,-3955.744188339266,75.464807611747,-3406.739904107789",228.013061197113,73.641016723226,44
5,72539805,Baseline,64,1292.090430862375,3300183.505883600097,"-165.523972567243,779.099573200624,455.562359623271,-868.420472927868,-727.809658818146,310.634589775945,1660.273762919219,1043.979196854001,655.260734867556,11.817449492476,-421.091026675326,-1744.951627646715,-1403.633987819411,-1335.365959208034,-640.640952312649,-91.843250979257,302.132022830800,1171.751318338038,2577.955707378916,2216.414529158554,1945.579893315817,1116.753168509350,277.247802456342,-280.032393137994,-823.416094330685,-1804.753212700272,-2284.264967421566,-2310.143063258447,-1769.941002197334,-1726.107912341388,-1055.688559348026,-615.363249630028,573.498006036335,1185.718288849158,1805.742109516502,2002.564138477019,3230.285529027313,3112.632139487892,2772.026011787965,2064.935794682832,2008.071219435538,1399.317297801236,511.718971647548,-126.413643032691,-921.159672703960,-1276.791814880939,-1779.636036409346,-2331.449075136596,-2854.374909412342,-2614.009057499762,-2914.666083574775,-2966.191436213216,-2684.677171469399,-2148.111496218702,-1667.676133294403,-1244.214216908735,-498.466757270087,-197.436180835577,641.357794355337,1406.751980589389,1975.764800050978,2553.647031255140,2908.688504297787,2823.129779529592","-336.956166698726,49.389800076745,1015.292024101047,143.531999613577,-637.877792296415,-802.410937362812,150.163418325179,730.598774364285,1470.822324585127,1318.474787024606,1290.455735590935,574.169825669700,287.220976861576,-691.590019484907,-1513.721169521353,-1782.549555362701,-1464.370176647359,-733.099376466681,-263.023784011184,444.059761047174,1534.882955830353,1828.190876490775,2161.238598584870,2067.861354215908,1980.081563904839,1520.783616900763,931.817010703217,190.787395021424,-593.994662466544,-1426.949050987136,-2205.112276160564,-2325.439875707327,-2352.045556168724,-1785.784201031002,-1245.980128196291,-844.735315077360,-75.849914692469,827.643862022032,1511.069445998070,1840.435266815496,2276.440338499304,2521.910078411947,2859.192011526009,3005.807140246120,2931.799410725724,2521.055952089381,2418.491816010906,1817.509390402234,1404.509160295459,343.636695033292,181.538805871707,-771.575938970794,-1507.933314113774,-2013.669224175724,-2434.515337978365,-2793.602441738244,-2967.168315219097,-2874.645396526772,-3046.296714389272,-2832.086583385264,-2042.715977908932,-2070.500777031364,-1463.919130008737,-499.577315258088",654.445653399953,446.540948164030,5
5,72539805,Sequential,64,1487.035083252802,3824952.177397747524,"-3661.103403999112,4361.492271655770,-2449.973490883063,-4822.133841491082,-2425.726446403593,4184.341799862754,4820.025865587095,-3335.264075835125,2883.510447706216,-3881.749595798443,3496.450356998705,-1655.363301289828,-3605.526614900915,2176.488639139226,-400.666343475719,25.815728949852,-1526.921652672241,-2876.746103180664,-2174.851928819319,2303.703528462061,-1922.416062332957,2969.216106732496,86.652792946835,1317.532471171082,-820.379510719166,-1319.932572606983,2059.118044808051,298.439508084617,-1838.450213601768,-1444.212521749914,2294.441377771062,1857.894862294298,-1505.520667556155,2384.121856194223,761.004522288451,-248.169461349242,3440.336262653909,2181.303022018310,4538.417442186788,-2130.770707103285,344.093474586621,-1956.945508947267,-3342.171892078021,1034.299453302498,-1892.000205219293,-2655.704351148007,1316.519155767751,3697.332231265067,-2497.088864349475,-163.029012898933,2062.338642144371,-375.284043970419,1962.556223105124,93.666899154501,83.386050141565,-1152.548178061749,-2300.357846039098,-886.707807340558,-2985.546120796164,1296.236079121579,1227.016225721517,2647.885077480189,2967.009754798593,1195.826881698424","-3405.337261597758,19.092342136182,-4358.627065254637,-1321.750814165236,-4077.074387273678,-2737.020953869613,-1241.402049150165,3606.637521315656,591.370782539798,3151.510760812760,3182.446328927444,-3144.408029166033,250.474319683034,-710.234629989099,800.712904926817,-2675.672195229732,3930.728273132073,-2724.245063492524,4030.008528925291,-2090.550067582574,-849.736558559204,4022.903890415519,-573.793619231942,-1303.798771835219,999.931221014854,2755.620774362438,1919.404535814655,-1429.456326691062,493.749640742801,1621.362535594237,-3247.652907476375,-1581.006359411764,-73.726623513424,-319.408102852815,683.534474407350,4993.837394074183,3628.234612021187,-2489.702167425824,1297.270931885443,-1066.525109084755,2154.187550769072,-35.751755526653,1032.813580629203,2493.786025467860,-3579.292186236346,-3020.771399027692,-1916.921999313603,-3365.967078218157,2854.447158658209,-4988.977098165567,-1875.582075803496,266.335589572448,-73.267112164936,925.560093323238,3329.206408618626,375.332043582554,3284.269537294634,-4058.194425509567,703.337695928150,1024.081562875717,-295.177648405137,293.418961767362,1570.179159198082,4250.895731210122",77.520360624137,-213.487910100077,5
5,72539805,Proposed,64,1468.433342989046,1937523.140191237442,"670.583515231989,-818.598714555068,1061.041638432515,-2132.971220511330,-2315.016436170327,86.071974960047,75.382162632551,4199.079240128160,4126.998337245112,-1264.340807938805,2223.303093396953,-3136.199480513824,1460.663041052338,-2179.676448832749,-1122.046121680741,1737.296853889604,-2402.974436796413,1647.116353821031,683.138318338646,4959.350641543499,-272.811942565960,2898.301594327189,2954.629168256706,310.792339186444,-151.717085062715,-3255.708239455851,-1335.252910772389,1880.142227950035,1064.994273145186,4020.493085998941,-3471.646385766965,280.190903538011,655.689700371618,1370.862710432984,705.844540614698,2284.293424552316,-1363.614340541847,1139.624997976335,4800.344979350146,-3181.575016768627,4893.459117385591,3032.747887654617,406.233927476805,569.361803216288,-1422.759278312098,1292.104477633956,-265.381321718547,-1632.597315265086,1603.305172343509,2593.582459586035,3568.226835986542,2190.347215417975,-2951.935795788140,-1501.185378714433,-3366.677701521139,-4893.482182940003,3419.093553837318,-1069.600032597814,4134.083931773447,-517.483607842371,-2181.707559259125,-2537.453564901481,2020.068707604080,3523.939318383053","-797.992636429119,2692.184692666037,-2814.000433094141,4417.198722382451,2202.958283602859,1802.889851580292,-2591.610193056606,-673.332357416801,2408.846084700073,3220.249982303168,-3787.132374504573,-995.408761722598,-509.135615950809,2909.608461229466,-4872.474987192978,-3028.119704082841,-462.091578497494,-3869.434893526241,2927.229939505832,-636.271336948379,737.281740649581,1461.266765417491,-157.503619203188,3863.030733033043,-1623.853840214744,-1722.374080974894,857.515281893661,1309.697132553351,3115.486765654584,1014.219703288114,-3598.287283165585,-1021.516239936429,-1569.812263177400,1022.383263020638,3192.776624542837,3252.568747921853,602.204638285242,-1198.207314314474,-1018.136874404586,-664.654548740263,1026.673203349457,-3159.291603404688,-2946.801747451306,2495.470395634685,-4793.303248906420,761.439901276602,2764.210706052393,118.128319545759,1856.481761739124,-3519.997316181431,1447.002005965407,4010.104392104166,1177.142604938587,-3154.012299560846,3696.685171079672,959.446551595258,2691.079382573134,-1281.795652935939,104.724913916854,1787.255966798152,94.048351167597,2615.337488165964,748.506645852049,-1327.469843315040",465.599534341851,212.020508244932,43
6,1817651609,Baseline,64,1287.554469824800,1500407.104220525594,"0.000000000000,750.000000000000,231.762700000000,-606.762700000000,-606.762700000000,231.762700000000,1500.000000000000,1299.038100000000,750.000000000000,0.000000000000,-750.000000000000,-1299.038100000000,-1500.000000000000,-1299.038100000000,-750.000000000000,0.000000000000,750.000000000000,1299.038100000000,2250.000000000000,2114.308400000000,1723.600000000000,1125.000000000000,390.708400000000,-390.708400000000,-1125.000000000000,-1723.600000000000,-2114.308400000000,-2250.000000000000,-2114.308400000000,-1723.600000000000,-1125.000000000000,-390.708400000000,390.708400000000,1125.000000000000,1723.600000000000,2114.308400000000,3000.000000000000,2924.783700000000,2702.906600000000,2345.494400000000,1870.469400000000,1301.651200000000,667.562800000000,0.000000000000,-667.562800000000,-1301.651200000000,-1870.469400000000,-2345.494400000000,-2702.906600000000,-2924.783700000000,-3000.000000000000,-2924.783700000000,-2702.906600000000,-2345.494400000000,-1870.469400000000,-1301.651200000000,-667.562800000000,0.000000000000,667.562800000000,1301.651200000000,1870.469400000000,2345.494400000000,2702.906600000000,2924.783700000000","0.000000000000,0.000000000000,713.292400000000,440.838900000000,-440.838900000000,-713.292400000000,0.000000000000,750.000000000000,1299.038100000000,1500.000000000000,1299.038100000000,750.000000000000,0.000000000000,-750.000000000000,-1299.038100000000,-1500.000000000000,-1299.038100000000,-750.000000000000,0.000000000000,769.545300000000,1446.272100000000,1948.557200000000,2215.817400000000,2215.817400000000,1948.557200000000,1446.272100000000,769.545300000000,0.000000000000,-769.545300000000,-1446.272100000000,-1948.557200000000,-2215.817400000000,-2215.817400000000,-1948.557200000000,-1446.272100000000,-769.545300000000,0.000000000000,667.562800000000,1301.651200000000,1870.469400000000,2345.494400000000,2702.906600000000,2924.783700000000,3000.000000000000,2924.783700000000,2702.906600000000,2345.494400000000,1870.469400000000,1301.651200000000,667.562800000000,0.000000000000,-667.562800000000,-1301.651200000000,-1870.469400000000,-2345.494400000000,-2702.906600000000,-2924.783700000000,-3000.000000000000,-2924.783700000000,-2702.906600000000,-2345.494400000000,-1870.469400000000,-1301.651200000000,-667.562800000000",-31.234752377721,-39.043440472152,48
6,1817651609,Sequential,64,1476.499158189425,3777533.213520845398,"-2107.753970166992,-166.033706374532,-2170.066161008738,-2455.662238441312,-3258.279356755343,1715.232492223673,-2638.460673112511,4748.362599186469,-955.001847177570,-493.015116553241,1854.870052130510,-2629.277789692964,-2359.016246961763,2402.582615702797,-1192.425496832539,-441.833902562742,2072.005078175599,-1827.260137257831,-3465.358058154948,1310.525599358088,1642.995885673854,1144.039021943324,3083.483713909987,-2633.656191670683,-1622.507279316021,-647.877677060885,974.784996876226,4948.192480551399,877.889070453053,944.459586558170,2465.075273693099,147.379167230607,4075.210724628992,-4312.736952995921,3160.412276815434,4620.888924570181,355.325933904101,-1188.882785951906,-2802.352858043550,-2440.482873561692,3525.299158297701,-265.536541223763,-3021.972662541731,718.009421544916,-927.297571725053,1323.099113234199,1665.522635009850,-158.171316924669,-2353.665061786846,2460.858470790894,2685.025205327629,-175.574829453628,2864.076974871364,1992.810451839105,635.442899864762,-28.364984582960,-282.866448188766,-2859.780396344262,270.544492651355,1148.292703323719,-1956.101875289769,3265.066871696733,-4072.149356000641,-269.193507970936","342.826015658776,2947.701489241616,-1433.866355941884,-4355.424545402366,2763.529918658152,-331.074836949007,-4148.032226696465,-4.493809226525,2590.645376760352,2330.518201079771,-776.991999995569,1497.169961869776,670.828764903303,492.067605853004,-3632.382978295963,4051.151676980215,-4476.703248464510,-1141.076480488732,200.633129982999,-1659.703392910193,-2779.635595421368,-2877.595405974600,1352.149613711801,-1975.573224038109,2153.165410504532,2579.119322580916,-4553.954961841587,-661.833360346294,-926.469726462483,989.652413603248,768.248688063742,-3867.326353380635,1931.791602633391,2529.881415059501,3308.965010037221,1909.812961204483,-4366.410164663926,-3095.050950413161,1903.564696150260,-3129.063102538264,-3545.739111173511,-680.178699584296,3983.425815406940,3399.863664925697,-882.915634175428,2222.712057537135,10.574942352464,4997.497557228248,-327.758252803623,1922.889025910094,-1125.837483558589,-1342.912826579209,3935.359086357109,4585.706761562587,611.952614871554,-2657.016519749552,-3478.926751714283,-1543.911656851130,-4709.148536158462,2813.331159956469,1249.831637047422,-1986.462762296431,388.401205004214,-180.075827207170",85.476748462039,-52.471676398755,5
6,1817651609,Proposed,64,1497.422648962966,2019673.646835085237,"-2043.489522346267,-226.692975444103,-2288.878223047194,-2338.427929988211,-3223.091016420592,1698.835362151985,-2707.897861538672,4684.941795039201,-890.764943173148,-590.945142199819,1825.046475320589,-2574.783074819391,-2373.570016855479,2568.727110299117,-1171.522533972424,-468.551102830363,2082.436546800519,-1717.163624421928,-3333.963626169803,1376.099317222799,1566.606182505033,1217.323106937199,3087.951455838071,-2551.066190354157,-1632.045096972658,-580.124075412663,961.618480428576,4718.229771122773,937.497554948181,931.028610194909,2582.615452675443,241.133367374856,3958.112061335331,-4281.096013729340,3227.692956954540,4651.725981630936,266.252092076826,-1322.219578707338,-2954.496934867473,-2523.279189572792,3550.714541065476,-222.388737072249,-3073.395487980347,812.478180037920,-967.976920658528,1390.991763962285,1554.207298616811,-165.141061411669,-2376.117289815780,2305.587970195215,2737.605795957545,-165.591935256249,2860.391685229103,2063.052801473279,646.231259420185,-92.680152043962,-296.780375585857,-2799.914579168089,302.734677126184,1204.119233053456,-1950.726917981075,3356.620686377476,-3862.236243027003,-279.712126363759","384.927182866740,2922.154191619526,-1342.695345383371,-4339.923097223654,2684.489858824294,-419.516414601726,-4144.569358905610,-12.264729283485,2637.588877178395,2291.905396661587,-926.169993977110,1565.014475925141,591.334151994005,570.000632236420,-3527.631825662240,4145.137117614115,-4475.549187544565,-1178.471598232039,201.690641992860,-1691.640786587722,-2775.850390366205,-2795.574507454144,1408.137132852235,-1928.035491455776,1955.229052106136,2561.754661556144,-4562.674632696479,-759.471436815640,-864.303300990266,912.558308666882,828.029688635132,-3954.849387193737,1873.372903776075,2583.063476035916,3323.062170753326,1833.424498532652,-4401.051808859373,-3131.993033148709,1900.358307392228,-3056.661508529998,-3520.287807533098,-620.221801742592,3869.566995259851,3520.943263264370,-944.450723872764,2213.637058972579,119.281369011304,4884.488514839093,-348.890704504972,1916.634537808427,-1197.388126487575,-1519.469167431976,3853.770620968308,4554.537642651914,571.441093406018,-2733.721670680090,-3543.782731300857,-1619.727587386174,-4654.001946165020,2863.292123994024,1266.159067555760,-1849.368934981048,363.936383089965,-202.391439211135",114.404360533804,-91.744985596371,43
7,753781837,Baseline,64,1306.668824407018,3064893.877167586237,"-99.505443545765,696.367878797753,269.944985238463,-555.709591940300,-864.810260936957,489.209476150778,1236.693161718739,1598.311742023523,826.289759667919,-127.599363982100,-736.859767319385,-1055.298406462038,-1537.724188585075,-1076.652653734639,-1155.556896673904,-386.661888155274,739.124220800172,1278.172715731219,2121.125629393327,2112.428997163864,1666.710031158436,994.550337900510,466.430831467632,-473.952613523354,-1363.281009841276,-1722.775394834581,-2069.344309718066,-2731.398901048277,-2042.567555790705,-1456.180919713218,-1412.140893410916,-406.865524059343,538.367473936018,945.392990973306,1576.821531910774,1987.489534638070,3362.657368069420,2920.681723858896,2902.854345802014,2385.997339161292,1793.068499451003,1377.076623770918,544.186312079806,275.285599682312,-856.370741552324,-1298.246823124603,-2161.473327330332,-2497.702770517084,-2801.675849712587,-2772.680039529398,-3039.087557071478,-2753.438671607438,-2801.970538972618,-2626.854371603587,-1622.543485883063,-1377.332450553009,-976.466573466846,12.989272084563,661.248977087242,1081.534998167020,2368.491760965393,2802.466645941633,2502.552873345957,2750.216116370716","-22.033851760439,95.801311541702,846.118655082784,754.377739112226,-458.976384963649,-853.284281416067,229.798608059738,849.032844181226,1010.285594414699,1505.780608861025,1315.127539409890,878.989289405643,-152.989618928725,-809.057154785068,-1242.149441022392,-1341.006917233526,-1188.542664138581,-963.737071704904,360.811106658062,803.157964711018,1340.679958268238,2320.216435844723,2142.549634549939,2361.777236241594,1935.094256010956,1432.271735239024,568.298669472827,-132.742974284584,-587.494591213029,-926.740655267426,-1730.183229983009,-2275.857044135739,-2295.839470536000,-2146.462206566961,-1645.152403353459,-933.266413815056,377.316112183315,585.615128049885,1183.212160874225,2008.539076864396,2351.032214321989,2850.929151144065,2626.453699777407,2710.297042189756,2636.690990241444,2616.129029788142,2079.442042628600,2389.445723949384,1286.925179797382,528.437301283206,-164.069205474787,-733.125861994033,-1542.891034388266,-1891.226676083147,-2222.631894851536,-2935.319224598590,-2585.304500379003,-3120.453196447199,-3335.127615675544,-2830.388121497200,-2376.884852632503,-2238.513700469809,-1286.057347878248,-626.208237791376",74.637936638438,-1108.720215842512,5
7,753781837,Sequential,64,1487.611529029831,4214308.610196731053,"-1897.986322343345,3119.404815034266,194.141719624324,121.299709103895,-256.877847073109,-1001.897188904504,-3067.571354062823,356.076124338730,1600.860343713280,-4259.417370929622,-4646.248201327662,4950.047915886885,984.147337200373,-3248.592489332438,-1245.228622804595,-429.532920969477,3995.463890989566,3294.367801442891,3018.435268837308,1869.528565597318,2878.188853079711,563.988975427861,321.797601184147,-3298.568173015370,262.792033493466,-3691.090452887244,-2987.087914197958,-1426.070338261712,-1580.346822659457,-1076.894779715854,-2228.632417811445,64.604715131177,3301.774692293631,834.728381904111,1206.377807838385,1242.498846880594,-1331.771150774742,2040.182419479280,3389.060148389551,2498.006303000805,2980.003348094545,2421.083903087934,-598.510708562882,912.029400705505,-3044.013656874414,-918.392628982747,668.947776237785,-4785.556192791768,-2506.836436472464,-3930.325565308511,-1007.214669728516,-2169.023988824529,-3568.690398553344,169.093818572436,-1505.194354070400,1251.340752780213,190.928336809526,-64.372590808420,1871.632122623409,2817.474585098139,600.361014514313,-2109.185461817187,2295.873814482073,4763.632316392149","945.524355646389,-1272.596103682052,1204.922308362325,2578.672136316372,-4960.949548319098,-3269.339617716456,1607.617829246054,-2640.948922255064,1320.275912761686,2618.656842777035,-1847.262204360676,705.000447109012,-1664.977780406702,-336.190496637509,2644.004326975716,4202.567366312244,3006.038638440717,-3601.638675235677,3986.106938836319,4637.333602666044,890.505180486097,3854.730561008488,3105.542538917263,2452.494639680815,1842.279583330035,-479.665014957988,725.259405959487,-42.361402923288,-2438.838985907766,-1900.689183658036,-3429.818118699327,-1393.618643663657,-1970.697607644154,4929.830476643568,596.309443572368,-3049.627372957655,313.722899433648,-4564.828112344174,1500.787118763662,-2439.691548414234,2261.645699115940,851.188449219791,3839.921685214219,2992.774787033622,1230.146278328261,1287.855342684509,2607.751388256610,-1448.603439742001,1753.508091440837,2294.651936704856,3971.870303192159,-2917.771663193148,-2829.008289059752,-1059.237390562613,-736.460508674251,-3856.305215878658,-343.420852163421,-3621.817668388193,-744.491128851708,-4122.833148672862,-1828.404166908109,-2576.725950553318,-490.318966259863,-1519.146850776569",-15.304979993920,-52.267692742088,5
7,753781837,Proposed,64,1500.304074089303,2061671.239346707938,"4410.807081350641,644.767823224744,-160.906900373173,7.473321122944,398.862007194555,83.538675664290,2325.111432506927,-505.293090908983,785.066696641088,464.828085940469,-657.716972879809,-1864.697417483696,-412.015703162913,-773.200905470612,-986.875815449989,788.391505158122,2171.830748059338,-253.844599625426,2026.869397278203,4128.543488827730,311.104598954163,2421.507355123322,-171.556523241181,-997.370816995688,504.994403981149,-500.103101688870,-696.068713535997,-3748.068226107596,-3765.935003794169,-3432.274670736986,2251.186629584294,-263.656394819730,1255.366587227423,826.571545964626,3031.887752348662,3837.883311925265,3334.852712029649,4548.989195241742,2785.675388574473,2245.943511093919,1421.210963449548,51.537861008463,29.000189118385,42.605147292653,-1482.132364694321,4739.940045929344,2413.862315975374,-3394.026389040016,-1202.268789001864,-4448.059064996058,-3071.498135403281,-2798.455508352850,3205.045486365508,-4286.147573244021,-2412.590165408898,-1095.052141893560,-655.269398422535,670.491687430155,607.203909732429,3027.473289447098,1204.335767491784,2010.018352635770,3218.688036171703,4656.631854028253","272.869021503326,-2093.856746352968,1115.865334819634,-4999.994414944020,-1393.240663171337,-3501.741831387336,-813.468960756817,116.249794691874,1096.911771238573,2620.186997963775,2390.363422180714,19.427423993019,-4964.543387803430,-3410.584203378576,-2417.340941820005,77.639301983756,-284.829134897161,-626.103929239409,289.744254281238,-1147.428917619338,1867.869645235724,1881.228851070752,1681.732148867839,241.915214925803,2863.140665054708,-2745.700577672034,633.658153143831,2223.569029757868,2528.864020379282,-3523.407416754178,-2239.407220125405,-1878.261876518027,-4789.326638444822,-2279.230358500768,-2099.310509461073,-706.919151983242,1355.684143666837,1520.188293976818,1160.200989572824,2662.685691392272,3261.522512213652,4220.688741052923,4915.298266679490,3294.342593445471,3869.105715146462,1212.459648369587,4290.382939668725,839.600365906900,1487.080336556648,1173.941437502640,1155.530366219888,-2337.249461540804,-458.188347154071,-2280.539342616492,-3249.238231269669,-2980.950078437289,-4907.220758868943,-3640.477746963668,-4161.422275646408,-3555.538081617663,-2867.237686616663,-3173.222941591859,-1828.068325226491,-944.112525759566",450.859590224406,-374.347118619948,47
8,499085549,Baseline,64,1287.607690854407,1510232.603843975579,"0.000000000000,750.000000000000,231.762700000000,-606.762700000000,-606.762700000000,231.762700000000,1500.000000000000,1299.038100000000,750.000000000000,0.000000000000,-750.000000000000,-1299.038100000000,-1500.000000000000,-1299.038100000000,-750.000000000000,0.000000000000,750.000000000000,1299.038100000000,2250.000000000000,2114.308400000000,1723.600000000000,1125.000000000000,390.708400000000,-390.708400000000,-1125.000000000000,-1723.600000000000,-2114.308400000000,-2250.000000000000,-2114.308400000000,-1723.600000000000,-1125.000000000000,-390.708400000000,390.708400000000,1125.000000000000,1723.600000000000,2114.308400000000,3000.000000000000,2924.783700000000,2702.906600000000,2345.494400000000,1870.469400000000,1301.651200000000,667.562800000000,0.000000000000,-667.562800000000,-1301.651200000000,-1870.469400000000,-2345.494400000000,-2702.906600000000,-2924.783700000000,-3000.000000000000,-2924.783700000000,-2702.906600000000,-2345.494400000000,-1870.469400000000,-1301.651200000000,-667.562800000000,0.000000000000,667.562800000000,1301.651200000000,1870.469400000000,2345.494400000000,2702.906600000000,2924.783700000000","0.000000000000,0.000000000000,713.292400000000,440.838900000000,-440.838900000000,-713.292400000000,0.000000000000,750.000000000000,1299.038100000000,1500.000000000000,1299.038100000000,750.000000000000,0.000000000000,-750.000000000000,-1299.038100000000,-1500.000000000000,-1299.038100000000,-750.000000000000,0.000000000000,769.545300000000,1446.272100000000,1948.557200000000,2215.817400000000,2215.817400000000,1948.557200000000,1446.272100000000,769.545300000000,0.000000000000,-769.545300000000,-1446.272100000000,-1948.557200000000,-2215.817400000000,-2215.817400000000,-1948.557200000000,-1446.272100000000,-769.545300000000,0.000000000000,667.562800000000,1301.651200000000,1870.469400000000,2345.494400000000,2702.906600000000,2924.783700000000,3000.000000000000,2924.783700000000,2702.906600000000,2345.494400000000,1870.469400000000,1301.651200000000,667.562800000000,0.000000000000,-667.562800000000,-1301.651200000000,-1870.469400000000,-2345.494400000000,-2702.906600000000,-2924.783700000000,-3000.000000000000,-2924.783700000000,-2702.906600000000,-2345.494400000000,-1870.469400000000,-1301.651200000000,-667.562800000000",-31.234752377721,-39.043440472152,49
