Run_ID,Seed,Method,Turbine_Count,Net_AEP_GWh,Total_Cost_USD,Turbine_Coords_X,Turbine_Coords_Y,Substation_X,Substation_Y,N_Grupos
4,1733343714,Sequential,16,464.233733214707,568091.216424618848,"28.122536019852,561.834436147329,1400.881722830740,-420.603756028815,-3840.728160625114,3245.692710372486,4786.552082039554,1845.614770978945,4348.784987513676,-2118.688806523677,-3107.415891501445,-3516.960969843197,-4621.658582819248,-1035.739829239297,323.704599368547,2147.063866006521","-1382.277181319026,4968.317229065533,488.267248220967,3585.947303688836,-708.576125869402,-2336.122716781419,-4.412192156949,4093.203796173316,2235.332321361929,1443.650042162446,2928.829239873647,-3420.510552523986,-1859.128694810423,-4848.738800967784,-2926.588096089327,-4141.153269455667",-308.568505011914,233.714610288861,16
4,1733343714,Proposed,16,462.504978769260,568657.738834558520,"96.386551432972,474.872146576601,1331.411691943707,-293.285624467902,-3869.619342495362,3288.933036237522,4871.166151222934,1707.456628521708,4516.272660556186,-1962.849518973341,-3074.699399837119,-3536.135319539673,-4595.820865706141,-1026.168529856322,311.920427142842,2290.302466458588","-1340.304839557579,4947.015802456149,513.733640483190,3569.072721012083,-742.013478210711,-2466.323777752360,79.065915718362,4071.852373907414,2140.649894864538,1453.866964035139,2921.731329559942,-3375.950810108578,-1734.594355591798,-4788.312626684320,-2967.001386051416,-3982.136248765853",748.311690384186,-622.228182760295,16
5,1205383565,Baseline,16,393.271360561223,159103.550166187080,"253.593816851325,577.187807525557,102.788064034182,-237.618425183804,-856.695100161599,-85.821888906502,1196.814733618213,744.800808772526,831.295250692074,75.771868019787,-868.123009784230,-1458.899782770153,-1176.034031838029,-354.394472402051,302.956854089917,1761.755525067998","1.080113985103,517.476450248541,724.812811407889,334.373819279093,-505.850868242919,-639.761236375526,-291.949722801986,1103.150522737653,1432.737566670901,1287.463173833929,160.510638121608,-421.288106989077,-797.817192728395,-1056.346955264555,-1378.650736926295,-435.557347219937",-182.651860938557,51.684582082474,16
5,1205383565,Sequential,16,464.723378800779,546357.053914190154,"2234.378066398198,564.260562072464,1550.198086326004,-3340.585784376457,-468.780465825798,1647.420546826379,4998.833696360562,2633.977892196946,1100.101795303949,-3043.960236888088,-1594.402088402593,-4889.639985213143,-3706.736680335766,-2205.783472680374,75.263275563895,2872.374575481756","-548.765181440659,584.457420644942,2047.060094910487,1099.361143036273,-1021.725187742887,-4720.702251363882,-105.376360454312,3885.500244151631,4877.472375070212,2546.784606269964,4448.589371936851,71.759030533462,-1662.884947922323,-4101.778401255215,-3668.586532570008,-2968.013620121620",-612.969585276360,93.720497161707,16
5,1205383565,Proposed,16,463.355626773078,665814.717921955627,"2189.691992300206,623.476915219446,1525.005605194553,-3473.348038400907,-463.414484163405,1640.529915901253,4970.616467671447,2712.263538612302,1020.565528049554,-3078.208488768875,-1755.004307337935,-4913.572613691546,-3685.240070174218,-2279.508352947192,217.887987969889,2953.137880721284","-634.936254584005,637.015211996671,1987.305512254416,1225.963591251737,-981.093939657826,-4622.208331071256,-126.432178003375,3883.055666574987,4891.069393986681,2567.047928681055,4258.818490215168,127.034700944735,-1546.446646536200,-4059.873145164587,-3656.013897023766,-3029.754463292740",-109.711454570036,130.267958090111,13
6,998034553,Baseline,16,406.824847145866,239801.426053890551,"0.094531308618,1027.847034909461,633.062148806605,-1105.594275308916,-890.952067096574,84.621060758411,1534.649893876207,1297.857172315069,533.050599941561,-51.110412098605,-974.701616637075,-1312.963874002065,-1595.336684529471,-451.471631929555,266.672003748060,1128.299336838458","437.855272860863,185.651467815895,558.653725470508,332.713714004844,-621.504408488728,-510.109125619727,-343.588887152887,1493.616882698929,961.503882550261,1787.018095593086,1073.584229177714,-462.914401526935,-826.853576076836,-1834.907403547507,-1289.588598317094,-193.027932776512",134.351366420716,-22.762934802788,15
6,998034553,Sequential,16,464.022943251121,523529.702927398263,"-186.892658636108,1556.454578132194,186.090259158569,-2797.482091814116,3629.565756273831,-685.708167880003,3864.897584454802,3456.115773147726,704.367369641046,-1071.428689404867,-3102.157591998646,-4126.904924521308,-4391.956954052631,-1415.885285834199,1145.568360789854,4879.645967163597","245.811695016773,-119.371602991121,1832.852583571206,907.322788795534,-2898.373163802367,-1738.855038652342,3000.661063325564,1345.700441226336,4950.129632641798,3792.209414005037,2374.278573517720,-960.292422672520,-2167.819708553043,-4397.991401718439,-4866.991590814930,-606.684027048110",-261.045406433261,385.056587152948,16
6,998034553,Proposed,16,461.031897539099,515283.090534313757,"-267.719319966679,1483.195208379445,236.771952728105,-2855.001788840151,3319.558556696650,-725.282406285473,3676.503633247558,3382.655212270180,708.374296718576,-831.098258036178,-3015.709529679617,-3972.063782841240,-4619.628744738023,-1395.767819014199,1206.561935738035,4537.077094608430","197.166895077932,-177.596859960203,1778.345663965516,978.978752150405,-2632.244912811359,-1686.969612438244,2921.001114054619,1313.751218450615,4896.668207088094,3820.052005068637,2049.563410628154,-860.517937686286,-1907.361998174540,-4324.574547381124,-4736.098937052921,-539.237590229706",-522.228533842086,588.488974204908,16
7,835151562,Baseline,16,411.023255499681,259861.940751535702,"-246.568667262192,577.444534996008,-121.250714037173,-1081.066866457184,-975.138308071949,800.117112647934,2015.145511300362,953.318710594557,1050.531846784116,-317.670799446890,-1182.065874688514,-1463.864660720911,-1199.219570527035,-620.622043994515,55.530710766333,1352.550858400996","-26.878655984231,177.232125732473,879.328500237575,642.564296724452,-382.496349551698,-796.687684325687,-564.683399171893,658.303799388637,1046.678590150985,1587.674479035965,1145.300751122141,-118.860944735635,-1561.534482092257,-1732.941223794018,-936.415103903140,-1264.623663743663",-61.357087279197,249.813077539053,15
7,835151562,Sequential,16,463.967295157136,702644.291515186662,"795.168666521585,1598.555954590848,-899.158038764736,-1875.836963089204,-4737.679471993824,1862.807991429634,4973.907735740820,2177.638260357910,4609.818941161769,-1254.437989473881,-4369.682882618036,-2197.328134199253,-3942.584539443252,-1596.195220207464,3299.034105147874,2967.748444129988","-4017.183615540927,1332.183854724090,4643.014748073920,544.678890481930,108.577762426270,-2472.104996707043,-510.121413349209,3768.354104989110,1852.296726182414,2909.162650620385,2430.192169859184,-1738.494894325690,-2974.534155717373,-4576.979295256906,-3503.541411532998,-871.839629257851",-266.757885210684,-108.747649772093,13
7,835151562,Proposed,16,459.295561412873,548711.908236611867,"535.645513151369,1341.379739331110,-571.258996635533,-1754.746831880753,-4422.300520493408,1795.182108609464,4552.883386094521,2759.665564746296,3931.719995889136,-1295.621831956446,-3842.676305773928,-2054.066955358880,-3802.672040893381,-1521.829363483193,3167.817226202530,2831.560729269807","-3942.130682215425,1207.990589902173,4633.726278317668,657.590324725239,18.157981990532,-2288.303616425263,-384.184089270251,3846.553389121517,1796.493000480916,2757.003287577529,2100.754677296224,-1928.561510859317,-2964.662340116186,-4354.651251961078,-3258.185771037327,-906.150600292708",937.024315206413,-548.633081198135,16
8,182206661,Baseline,16,420.694041553655,217537.563561308227,"788.810755423444,902.150384536040,118.934041296829,-752.661921423860,-1170.797646022559,18.726405757261,1308.226759811098,1562.275517688844,1077.502118629201,-128.905510539208,-1434.322429051104,-1834.726969680134,-1232.277721517760,514.852364811076,516.225441297172,1590.742882866844","-589.335267700937,187.479260069053,603.650854456704,1033.531766723811,-170.161319560371,-320.804581510802,370.401984943130,955.538873931745,1229.174249556800,1931.287878744691,1397.415899305730,-1142.402248648208,-2028.856444244484,-2229.501293031208,-1758.991834065108,-735.464410232896",228.918031485463,92.026743394467,16
8,182206661,Sequential,16,465.016121983252,794684.406047681114,"-796.322987487751,4906.068875610655,1266.208754041760,-4849.013712273661,-1999.028930826562,518.826114108344,4083.320209798218,2717.839537908391,2437.036975891036,-523.991957250886,-4368.312826897821,-2636.991680008266,-3263.777839309406,-2297.535245193162,2005.676314877034,1567.274459146888","105.977007320442,964.594842176980,1414.885397973784,-395.469027718437,-790.880768259687,-4972.944501247995,-2352.755783577968,4196.804105427270,2921.587642125535,4794.201890643626,2248.861597367290,3484.618784134454,-2964.625172585483,-4440.846987698122,-3895.002050245922,-1672.408472007624",-607.789988032061,173.512265138273,15
8,182206661,Proposed,16,463.000118673109,567312.716006089817,"-867.219234004237,4898.809601589563,1293.233046100824,-4868.463089166095,-2026.513186657834,454.477877534742,4034.733739824399,2688.687571362187,2370.903317662080,-466.735424308024,-4303.978253109696,-2611.446330126200,-3283.902513076259,-2408.639979859240,1975.403999578944,1638.543309706595","174.012233699000,1000.831897660091,1439.951250154654,-298.913850536944,-738.290994195726,-4936.156820600572,-2323.407907183767,4215.561545464911,2950.380853807753,4689.557247002112,2156.376322606585,3531.542929588963,-3085.293038881417,-4306.817323781542,-3917.006467744834,-1535.035086549293",-92.631596684266,-61.419200593127,16
9,1368461763,Baseline,16,399.926742613823,183004.122774112038,"38.201175930479,528.008687423510,77.318848673694,-990.237522114918,-424.757254212310,-269.683269682574,1205.623073577874,214.699622024465,949.698092096328,-851.712940573996,-1564.087641277903,-1618.119235109365,-1504.757644359946,-454.060380915588,575.677354121430,1589.772911930752","-171.142761725871,874.081850639939,970.760471657137,635.065845198748,234.336931822326,-516.352359315809,361.976195402960,1635.741720638849,1465.351476129858,1613.835504774820,2033.648881416730,474.918075544302,-1300.330337048402,-786.514515522872,-1191.723277132638,-251.020890462807",-156.348541735800,279.557730716178,16
9,1368461763,Sequential,16,465.301623471684,753690.778747413075,"-263.097766234835,2146.620540646305,1763.367163911111,-1281.513376113338,-4226.476283473819,660.932880754993,4658.598043829988,4150.008948617313,3810.632681648410,1432.592014202078,-3779.823859459707,-3310.646184251389,-4551.837477869423,-2422.597718913605,-474.305522986946,2656.607982771991","4271.517664327236,-1.639055003590,2776.473838736580,397.513365062363,-462.337514087399,-994.226006514098,-1469.153530492482,1186.945701453449,3158.716796401207,4629.737098673447,1807.109182340883,3746.886622343110,-2068.203073860648,-3483.679323870901,-4905.755429177538,-4234.908765665098",345.916936255375,217.591969192006,15
9,1368461763,Proposed,16,463.927100353841,568419.654135440825,"-335.707253343613,2236.876324192212,1868.707931716196,-1268.162877735607,-4279.051017636911,645.312419149933,4638.053496312247,4167.622062559074,3760.831169218343,1492.396337937815,-3713.704676140650,-3347.852920292732,-4522.707794098174,-2333.494805806031,-424.161626686218,2746.991092571926","4142.875838195019,65.394050626717,2748.334056465408,331.241235097518,-482.239621933570,-1004.952672274183,-1372.717097452205,1203.077799553247,3034.666462506210,4540.887109546865,1801.902977644941,3645.082884834892,-2131.927346136268,-3457.784034432505,-4868.101277196040,-4177.803243013066",83.246741369863,251.121070127061,16
10,1105036799,Baseline,16,406.307592596394,188352.838459627877,"518.571429743093,952.634405004953,-477.145166825262,-759.296997362384,-884.543111793036,197.303252326585,1789.222307711719,1009.008530635818,647.253047753964,-11.772183729229,-1437.871659705849,-1340.136633619037,-1588.557620156921,-243.972881994656,314.592675004280,899.779696473156","355.970685448319,-347.807095405083,-31.971166924244,707.806494074568,-499.033746036511,-792.184102670385,160.669023770789,1084.726793562555,1620.285965896879,1274.730978825399,993.504414630584,152.921092006092,-443.776280042664,-1559.919409041933,-1984.037915203193,-970.971303108281",-214.496730498628,-112.762747915257,16
10,1105036799,Sequential,16,464.677674994015,555752.191548460047,"691.205688562576,2772.755808480176,350.006182438979,-2636.624594056171,-1613.769816774580,-1159.436542310676,4060.862701011402,1740.265255679805,1009.157152452462,-701.979445676495,-2133.735323164205,-4823.456164505473,-3024.250905058004,-3720.098550046663,1352.318318798968,4538.615200791523","8.392530333861,-3699.398457949766,3912.435715665819,581.051965689229,-4252.914540562679,-1507.996545975979,2908.976997437978,1580.497225853596,4897.067457032678,2095.667043154079,4392.805602511884,951.535211896269,-1957.549923040587,-3020.655596940887,-4678.770291402303,-726.938835043851",781.425138003353,174.362115112854,16
10,1105036799,Proposed,16,463.194199702183,542452.096609288477,"712.969856048005,2760.947604321324,335.946267368736,-2708.799211044014,-1423.572714392421,-1084.702205904360,3926.964930590381,1734.382096186375,886.686859454580,-853.910855484105,-2031.498541395740,-4776.351528327672,-3032.808654649711,-3717.440225124547,1320.521740793578,4588.399302057431","52.748140797129,-3612.749138886624,3903.564909824279,600.950120748049,-4216.787710389735,-1500.440350074778,2896.379257377531,1692.933471592614,4855.724184453771,2152.256402456271,4422.610846669120,937.473844402992,-1969.938736225047,-3042.573319515623,-4763.464557092832,-679.080217419973",-210.141579968885,108.100446794821,16
11,94522009,Baseline,16,391.802768640530,204992.420037167059,"443.292801403094,676.670465810651,597.545390052088,-103.024475268969,-446.487519975216,308.657977965234,1185.073876583630,1072.064326921645,706.047205929283,1.555369359364,-1344.487229219450,-767.054741949718,-1342.943872929602,-820.530420958972,259.624064435636,365.229372054483","185.566092284126,-220.808868111946,780.262943164028,347.140668027841,-468.395093164107,-610.541419966743,-282.933235641397,1511.862589808525,1105.165512671494,917.921631766777,1182.354651781744,574.808173587257,-835.136144105115,-968.903363969721,-1622.253100361128,-1317.751962192726",-57.342108280298,179.306491037199,14
11,94522009,Sequential,16,463.839656967804,591935.979775999556,"-4883.072009914201,1002.209179398556,1456.975965117243,-3634.733225360037,-1944.089485513142,1151.812306945858,4437.934515811725,4741.618134796561,3303.108007718074,-1471.646260576798,-1085.595960186323,-2408.292578359700,-4651.301564698870,-259.367346501546,1996.575400787314,3698.756377633236","-280.770853602418,4296.712225749380,729.572761831731,1951.631746205963,-1050.029255229199,-4865.467074970225,-110.159608859871,1315.561720106919,3753.307988577689,4756.911148060397,2658.535491924945,-4380.066753373185,-1457.845147100217,-3899.971510744119,-2027.623516178254,-3068.211282337228",441.483143671934,-280.814234079948,16
11,94522009,Proposed,16,461.462811648876,605723.190009901766,"-4814.470089574302,813.937960500159,1621.606871376174,-3562.627727812121,-1747.221580260302,1115.029093095642,4440.789129569585,4679.704834123659,3345.224602792489,-1544.057943426281,-1030.937590362893,-2372.299944290133,-4577.981399024115,-295.150168526972,2241.479978074258,3908.880852059379","-557.214137350926,4208.440070307803,848.012063350372,2061.052716993270,-1283.337768944076,-4755.509417041486,1.775662492918,1469.121835886284,3643.895161541357,4736.133630825591,2719.766878144671,-4238.940667793492,-1613.743477264438,-3847.044590267782,-2167.713370861550,-3059.654499999910",-123.385782617177,978.880819717850,16
12,2121779428,Baseline,16,393.118513171485,230406.166919940064,"201.239842894664,770.553791378392,177.548447427186,-703.421039030079,-906.196890445572,475.911809016074,1019.689921703158,1231.049328377514,137.494907266538,-606.896465387438,-1250.406357269097,-1235.889454133807,-834.179484777097,-881.189862252513,867.297955638018,1224.448384721631","270.722813202343,-243.786415089951,627.741631586085,165.168100994979,-662.114807183133,-672.999482179047,12.794731254999,404.598613776887,1358.097079669137,855.933258621743,1112.412274958373,308.534180880959,-998.891698003693,-1855.879838715609,-1145.244433627780,-1410.594075341069",-197.827384546638,-90.910012636352,14
12,2121779428,Sequential,16,464.636282179953,752693.753883320489,"1384.756262188077,4219.208261421136,754.279375239681,-1780.880639468008,-4477.305056285799,3347.191042506603,3778.439783759649,1092.525517321400,322.776105839967,-2523.924333945274,-3615.711984205893,-4997.160305345860,-2151.377219543532,-237.212924368105,975.217018816725,4718.091013896483","-897.969475654395,791.232691213334,1528.621343717940,-308.697531718413,-2225.699263194168,-3463.234557048007,3210.317589624020,4879.178900698527,3678.969153399934,4198.796148581408,2470.018154636025,168.488766579759,-4031.321263843537,-2903.764587735467,-4903.970682978958,-1655.178216468202",617.108013213821,169.812088394046,14
12,2121779428,Proposed,16,463.767311691492,574331.699474180001,"1354.539705858257,4154.161120865883,714.416024729226,-1723.527570116929,-4458.152106444127,3380.148228930253,3688.075900979162,1116.078940851407,330.122459922435,-2477.801789219440,-3600.729618595873,-4973.327278022140,-2092.062464248394,-236.108470940281,1017.390621721096,4739.126777264119","-900.537704164874,733.412983345168,1487.202097977263,-250.669600463028,-2263.819735713910,-3554.777433624553,3206.125402572978,4738.744729589176,3618.901101786613,4108.162621610807,2498.143061369284,150.993292417090,-4028.821543771915,-2751.837437004502,-4895.397463213172,-1593.950246719827",58.271905220916,18.867132874537,16
13,310345593,Baseline,16,388.711321754990,157010.113059147989,"414.320772793423,772.101913080578,113.631641857217,-484.153775937953,-335.856453535285,-372.411818025675,1405.890690792000,1110.651071565553,121.529984129999,-887.947873971404,-770.546501809709,-1193.819372764797,-873.501968263297,-721.511889101541,506.102599907647,456.465300792335","-420.654692441171,490.884316847218,534.208196733010,-250.706892356778,-833.012876981258,-1149.434189312382,330.717792909782,157.849868490518,933.656131703346,1474.429878195023,822.510961666794,-68.477495932410,-604.049791019864,-1536.766297427535,-1364.840588280481,-951.918158081913",-150.180424093199,-40.693158212126,16
13,310345593,Sequential,16,464.936631021438,737889.080198656302,"-322.124998719536,2836.993593545236,1578.310946081554,-2856.077072920842,-1471.655525403355,1182.709474106388,4980.473413407714,4388.037994485342,1948.127536884927,-3839.728356372668,-744.850349019218,-4580.515769685741,-4158.879315519375,101.534833272229,-1064.997591182096,3834.259357830801","562.975801988041,-3800.082052201725,1676.487448351421,1153.184301231943,-959.491807711047,-1550.504337273436,-440.036539727862,2095.344098075240,3981.514382750770,2694.930724786510,4681.399413891004,-61.053152318002,-2775.261129097004,-3248.637101218707,-4885.198614825030,-2202.738368077356",-368.688007919368,-60.914794075969,15
13,310345593,Proposed,16,463.584312732893,542144.373267740710,"-212.574752115878,2906.229016509273,1506.170908507038,-2877.448889160944,-1494.225405838983,1128.920803085579,4976.847417552907,4311.951630868786,1951.599838970597,-3793.456265265784,-825.062942090059,-4588.641599670705,-4152.815950257823,66.432552572054,-1003.250021241973,3967.163685246276","588.414688533463,-3900.197137780139,1516.944588562254,1167.974403075560,-996.070788791088,-1573.248164704203,-480.613964005371,2110.917858221224,4007.557929545005,2619.772032597031,4664.021762580997,-35.429520272821,-2606.663431287725,-3292.227642447814,-4898.314954642870,-2191.232171532158",116.740001729398,-206.149657021791,16
14,433793804,Baseline,16,406.823090154163,274366.820628262125,"562.608257100992,1175.357138224330,870.240360976100,-130.846505474669,-1485.272578438407,10.701730749913,1379.273933064314,1679.665434660933,36.168542632786,-315.421070728815,-539.620096718026,-1142.782271772609,-1626.086321817613,210.987686423230,249.330927554998,1006.258508469063","278.262261190800,-336.419234873086,943.431504585727,649.247996101190,-487.395805059285,-971.815821336795,981.436030345891,1259.592139777041,2335.964295573000,1914.326214841602,783.358677641464,-55.504125311027,-799.685190227861,-1686.957449977402,-2151.159138424196,-893.623808135078",50.263702377720,512.391420037892,14
14,433793804,Sequential,16,464.817876688141,741401.288346923888,"358.806564928379,-165.733453843813,4873.119840422181,-2293.961233822616,-1337.232116965474,1637.940006861021,3817.776586754056,2868.922471642689,1121.796010077993,-669.523688846622,-3749.770393021424,-4460.075311466879,-2771.697648257413,-4078.474140528990,4155.509713223270,1283.435461001977","578.899929272289,-4997.234259626079,1119.168101210746,2744.313822206143,-822.808820422395,-1651.870284436199,-343.692926679897,4093.649600493049,1799.147118390700,4954.910876725393,3057.235553201284,56.717889513327,-1124.823065731048,-2892.392161500139,-2114.938970802025,-4049.156731113546",-163.803713130805,56.482666892418,15
14,433793804,Proposed,16,463.408035557034,539159.195571013726,"419.230499036481,-176.133525558822,4704.784774810976,-2316.686527496580,-1323.049603267583,1694.707485741878,3848.387053830489,2927.709649510384,1143.630943276634,-713.326048435404,-3756.799126776696,-4372.738408993503,-2838.767386216274,-4020.914679350743,4123.564467105444,1159.367196419198","685.177979328489,-4996.896735092113,1098.704072859194,2738.177171601499,-798.159144299025,-1603.491289672779,-300.548864255964,4053.210604960441,1798.782911199475,4948.855013902057,3009.382104466263,-11.777501063503,-1159.894740141083,-2888.467225740680,-2029.143584678995,-4018.502343369930",31.435422727242,32.838026875209,16
15,2077971680,Baseline,16,403.875840245969,182555.636471318401,"193.270418478442,900.899720521400,255.224752480802,-329.634869768916,-536.265701716027,295.341533681478,1575.876757671820,1504.388862781067,543.443603597442,-705.066548528426,-1846.394573373676,-1444.781022982608,-1303.746346143040,-451.879070637331,872.554557716882,1214.202716715843","-18.694596214932,-302.262175672326,576.062822390830,347.161757267392,-430.525482147191,-599.785486717466,-209.382439591493,1005.871329871480,1072.116500123978,1737.927868764240,930.027167929039,168.443664475641,-897.079049166237,-1700.839511934905,-1545.987883572462,-821.166590477223",-16.402010893171,-187.837887708781,16
15,2077971680,Sequential,16,464.474967548368,782572.643787708366,"-4952.813916432215,3090.369016534522,4074.397163624023,362.898527223115,-1285.194294003600,-92.107555057129,4798.195171723987,3740.276730788836,1176.890006207570,-3241.650086522572,-1825.230968992418,-3652.336840551402,-4494.062597261821,-2145.870517769893,2060.072668612601,2803.375221719053","187.576060882087,-1450.893244824346,2786.132749626217,715.073287400483,-2613.340289092650,-1009.377157848439,-426.449642138167,1205.732085733669,4859.506338697302,3534.502721258784,4440.539505383411,1901.317269697729,-2191.662536255199,-3998.621787288954,-4555.882380341234,-3366.588906209736",-200.839960972664,187.931488297530,15
15,2077971680,Proposed,16,462.947588977907,576147.772762412555,"-4967.040411658386,2999.496117749572,4103.789437700135,364.916191616488,-1164.655477952038,-60.841508226477,4773.993958572676,3726.665024527585,985.746889594242,-3267.172613663533,-1869.731914090835,-3539.346797839280,-4438.152463529472,-2204.135274723415,2018.302845985758,2755.891451845026","87.131498955893,-1465.878876459804,2773.885217191818,722.684268761650,-2610.089146390736,-946.703132191866,-433.383113391625,1201.928179064351,4801.309061673981,3520.865053265284,4456.921124079561,2004.357400501632,-2266.878032795132,-4103.574251781905,-4498.071589748049,-3458.326284655739",13.607840994253,-13.363913995043,16
